timestamp,timestamp_local,local_date,local_hour,hour_idx,forecast_run_date,forecast_step,solar_power,da_price,rt_price,ssrd_accum,tsr_accum,dSSRD,dTSR
2013-03-29 09:00:00+00:00,2013-03-29 20:00:00+11:00,2013-03-29,20,11,2013-03-29 00:00:00+00:00,9,0.000384615,36.26,36.39,16995104.0,18287952.0,0.0,0.0
2013-03-29 22:00:00+00:00,2013-03-30 09:00:00+11:00,2013-03-30,9,0,2013-03-29 00:00:00+00:00,22,0.273782051,25.87,17.51,17881248.0,19388320.0,781040.0,935440.0
2013-03-29 23:00:00+00:00,2013-03-30 10:00:00+11:00,2013-03-30,10,1,2013-03-29 00:00:00+00:00,23,0.631794872,24.68,28.77,19427376.0,21118144.0,1546128.0,1729824.0
2013-03-30 00:00:00+00:00,2013-03-30 11:00:00+11:00,2013-03-30,11,2,2013-03-29 00:00:00+00:00,24,0.775769231,22.94,14.95,21641072.0,23520192.0,2213696.0,2402048.0
2013-03-30 01:00:00+00:00,2013-03-30 12:00:00+11:00,2013-03-30,12,3,2013-03-30 00:00:00+00:00,1,0.838397436,20.44,12.57,2708384.0,2891719.0,2708384.0,2891719.0
2013-03-30 02:00:00+00:00,2013-03-30 13:00:00+11:00,2013-03-30,13,4,2013-03-30 00:00:00+00:00,2,0.820897436,20.26,14.49,5649832.0,6027697.0,2941448.0,3135978.0
2013-03-30 03:00:00+00:00,2013-03-30 14:00:00+11:00,2013-03-30,14,5,2013-03-30 00:00:00+00:00,3,0.644551282,21.12,16.13,8428430.0,9055933.0,2778598.0,3028236.0
2013-03-30 04:00:00+00:00,2013-03-30 15:00:00+11:00,2013-03-30,15,6,2013-03-30 00:00:00+00:00,4,0.463910256,22.05,17.95,10810175.0,11713241.0,2381745.0,2657308.0
2013-03-30 05:00:00+00:00,2013-03-30 16:00:00+11:00,2013-03-30,16,7,2013-03-30 00:00:00+00:00,5,0.459294872,22.46,22.8,12511012.0,13742241.0,1700837.0,2029000.0
2013-03-30 06:00:00+00:00,2013-03-30 17:00:00+11:00,2013-03-30,17,8,2013-03-30 00:00:00+00:00,6,0.238846154,25.24,33.24,13875314.0,15366640.0,1364302.0,1624399.0
2013-03-30 07:00:00+00:00,2013-03-30 18:00:00+11:00,2013-03-30,18,9,2013-03-30 00:00:00+00:00,7,0.089487179,29.42,33.42,14805499.0,16484241.0,930185.0,1117601.0
2013-03-30 08:00:00+00:00,2013-03-30 19:00:00+11:00,2013-03-30,19,10,2013-03-30 00:00:00+00:00,8,0.024935897,33.13,35.22,15002298.0,16787520.0,196799.0,303279.0
2013-03-30 09:00:00+00:00,2013-03-30 20:00:00+11:00,2013-03-30,20,11,2013-03-30 00:00:00+00:00,9,0.000128205,33.95,47.03,15002298.0,16787520.0,0.0,0.0
2013-03-30 22:00:00+00:00,2013-03-31 09:00:00+11:00,2013-03-31,9,0,2013-03-30 00:00:00+00:00,22,0.050897436,24.36,24.1,15625336.0,17674672.0,566829.0,770432.0
2013-03-30 23:00:00+00:00,2013-03-31 10:00:00+11:00,2013-03-31,10,1,2013-03-30 00:00:00+00:00,23,0.08974359,23.24,23.07,16545697.0,18929088.0,920361.0,1254416.0
2013-03-31 00:00:00+00:00,2013-03-31 11:00:00+11:00,2013-03-31,11,2,2013-03-30 00:00:00+00:00,24,0.143333333,22.43,22.08,17922608.0,20723824.0,1376911.0,1794736.0
2013-03-31 01:00:00+00:00,2013-03-31 12:00:00+11:00,2013-03-31,12,3,2013-03-31 00:00:00+00:00,1,0.4175,21.44,22.77,1470426.0,2008271.0,1470426.0,2008271.0
2013-03-31 02:00:00+00:00,2013-03-31 13:00:00+11:00,2013-03-31,13,4,2013-03-31 00:00:00+00:00,2,0.808333333,21.03,22.58,3682731.0,4661261.0,2212305.0,2652990.0
2013-03-31 03:00:00+00:00,2013-03-31 14:00:00+11:00,2013-03-31,14,5,2013-03-31 00:00:00+00:00,3,0.585961538,20.47,21.83,5343973.0,6883013.0,1661242.0,2221752.0
2013-03-31 04:00:00+00:00,2013-03-31 15:00:00+11:00,2013-03-31,15,6,2013-03-31 00:00:00+00:00,4,0.457371795,20.24,20.52,7244370.0,9175205.0,1900397.0,2292192.0
2013-03-31 05:00:00+00:00,2013-03-31 16:00:00+11:00,2013-03-31,16,7,2013-03-31 00:00:00+00:00,5,0.232179487,20.1,19.05,8841288.0,11142437.0,1596918.0,1967232.0
2013-03-31 06:00:00+00:00,2013-03-31 17:00:00+11:00,2013-03-31,17,8,2013-03-31 00:00:00+00:00,6,0.163333333,21.52,20.87,10003312.0,12609437.0,1162024.0,1467000.0
2013-03-31 07:00:00+00:00,2013-03-31 18:00:00+11:00,2013-03-31,18,9,2013-03-31 00:00:00+00:00,7,0.049358974,23.08,21.2,10423493.0,13302528.0,420181.0,693091.0
2013-03-31 08:00:00+00:00,2013-03-31 19:00:00+11:00,2013-03-31,19,10,2013-03-31 00:00:00+00:00,8,0.010705128,25.61,22.63,10540845.0,13530934.0,117352.0,228406.0
2013-03-31 09:00:00+00:00,2013-03-31 20:00:00+11:00,2013-03-31,20,11,2013-03-31 00:00:00+00:00,9,0.00025641,26.85,19.25,10540845.0,13530934.0,0.0,0.0
2013-03-31 22:00:00+00:00,2013-04-01 09:00:00+11:00,2013-04-01,9,0,2013-03-31 00:00:00+00:00,22,0.053269231,24.71,16.02,11166383.0,14415955.0,551201.0,749165.0
2013-03-31 23:00:00+00:00,2013-04-01 10:00:00+11:00,2013-04-01,10,1,2013-03-31 00:00:00+00:00,23,0.210128205,22.25,15.02,12475447.0,15961529.0,1309064.0,1545574.0
2013-04-01 00:00:00+00:00,2013-04-01 11:00:00+11:00,2013-04-01,11,2,2013-03-31 00:00:00+00:00,24,0.688846154,20.78,15.7,14551224.0,18253840.0,2075777.0,2292311.0
2013-04-01 01:00:00+00:00,2013-04-01 12:00:00+11:00,2013-04-01,12,3,2013-04-01 00:00:00+00:00,1,0.813846154,20.14,15.91,2650028.0,2849846.0,2650028.0,2849846.0
2013-04-01 02:00:00+00:00,2013-04-01 13:00:00+11:00,2013-04-01,13,4,2013-04-01 00:00:00+00:00,2,0.761794872,20.62,16.95,5591490.0,5985933.0,2941462.0,3136087.0
2013-04-01 03:00:00+00:00,2013-04-01 14:00:00+11:00,2013-04-01,14,5,2013-04-01 00:00:00+00:00,3,0.736538462,21.45,19.48,8527615.0,9138981.0,2936125.0,3153048.0
2013-04-01 04:00:00+00:00,2013-04-01 15:00:00+11:00,2013-04-01,15,6,2013-04-01 00:00:00+00:00,4,0.643589744,25.18,22.98,11273198.0,12095657.0,2745583.0,2956676.0
2013-04-01 05:00:00+00:00,2013-04-01 16:00:00+11:00,2013-04-01,16,7,2013-04-01 00:00:00+00:00,5,0.470769231,27.5,29.54,13472754.0,14526557.0,2199556.0,2430900.0
2013-04-01 06:00:00+00:00,2013-04-01 17:00:00+11:00,2013-04-01,17,8,2013-04-01 00:00:00+00:00,6,0.260576923,35.96,27.62,15076709.0,16352919.0,1603955.0,1826362.0
2013-04-01 07:00:00+00:00,2013-04-01 18:00:00+11:00,2013-04-01,18,9,2013-04-01 00:00:00+00:00,7,0.06724359,41.17,32.26,15987632.0,17450944.0,910923.0,1098025.0
2013-04-01 08:00:00+00:00,2013-04-01 19:00:00+11:00,2013-04-01,19,10,2013-04-01 00:00:00+00:00,8,0.013846154,43.47,31.4,16172415.0,17736768.0,184783.0,285824.0
2013-04-01 09:00:00+00:00,2013-04-01 20:00:00+11:00,2013-04-01,20,11,2013-04-01 00:00:00+00:00,9,0.000192308,41.54,34.44,16172415.0,17736768.0,0.0,0.0
2013-04-01 22:00:00+00:00,2013-04-02 09:00:00+11:00,2013-04-02,9,0,2013-04-01 00:00:00+00:00,22,0.251923077,28.6,25.51,16989312.0,18775808.0,730049.0,897888.0
2013-04-01 23:00:00+00:00,2013-04-02 10:00:00+11:00,2013-04-02,10,1,2013-04-01 00:00:00+00:00,23,0.615384615,26.61,26.29,18468448.0,20464208.0,1479136.0,1688400.0
2013-04-02 00:00:00+00:00,2013-04-02 11:00:00+11:00,2013-04-02,11,2,2013-04-01 00:00:00+00:00,24,0.743782051,26.06,24.22,20590960.0,22811568.0,2122512.0,2347360.0
2013-04-02 01:00:00+00:00,2013-04-02 12:00:00+11:00,2013-04-02,12,3,2013-04-02 00:00:00+00:00,1,0.780064103,25.4,27.59,2603906.0,2845110.0,2603906.0,2845110.0
2013-04-02 02:00:00+00:00,2013-04-02 13:00:00+11:00,2013-04-02,13,4,2013-04-02 00:00:00+00:00,2,0.77974359,25.23,26.62,5449771.0,5947923.0,2845865.0,3102813.0
2013-04-02 03:00:00+00:00,2013-04-02 14:00:00+11:00,2013-04-02,14,5,2013-04-02 00:00:00+00:00,3,0.730320513,25.74,26.43,8323322.0,9088793.0,2873551.0,3140870.0
2013-04-02 04:00:00+00:00,2013-04-02 15:00:00+11:00,2013-04-02,15,6,2013-04-02 00:00:00+00:00,4,0.531730769,27.39,26.17,10713282.0,11809814.0,2389960.0,2721021.0
2013-04-02 05:00:00+00:00,2013-04-02 16:00:00+11:00,2013-04-02,16,7,2013-04-02 00:00:00+00:00,5,0.458076923,36.38,31.63,11970489.0,13514757.0,1257207.0,1704943.0
2013-04-02 06:00:00+00:00,2013-04-02 17:00:00+11:00,2013-04-02,17,8,2013-04-02 00:00:00+00:00,6,0.227435897,45.69,49.51,13213160.0,15065980.0,1242671.0,1551223.0
2013-04-02 07:00:00+00:00,2013-04-02 18:00:00+11:00,2013-04-02,18,9,2013-04-02 00:00:00+00:00,7,0.052820513,51.07,61.34,14082230.0,16141978.0,869070.0,1075998.0
2013-04-02 08:00:00+00:00,2013-04-02 19:00:00+11:00,2013-04-02,19,10,2013-04-02 00:00:00+00:00,8,0.013974359,47.0,37.33,14236725.0,16395990.0,154495.0,254012.0
2013-04-02 09:00:00+00:00,2013-04-02 20:00:00+11:00,2013-04-02,20,11,2013-04-02 00:00:00+00:00,9,0.000192308,43.31,31.77,14236725.0,16395990.0,0.0,0.0
2013-04-02 22:00:00+00:00,2013-04-03 09:00:00+11:00,2013-04-03,9,0,2013-04-02 00:00:00+00:00,22,0.038910256,28.54,31.04,14491710.0,16962688.0,213384.0,471705.0
2013-04-02 23:00:00+00:00,2013-04-03 10:00:00+11:00,2013-04-03,10,1,2013-04-02 00:00:00+00:00,23,0.097307692,25.08,28.3,15027693.0,17899296.0,535983.0,936608.0
2013-04-03 00:00:00+00:00,2013-04-03 11:00:00+11:00,2013-04-03,11,2,2013-04-02 00:00:00+00:00,24,0.135897436,25.77,39.21,15787380.0,19184848.0,759687.0,1285552.0
2013-04-03 01:00:00+00:00,2013-04-03 12:00:00+11:00,2013-04-03,12,3,2013-04-03 00:00:00+00:00,1,0.178461538,25.65,24.47,818117.875,1440744.0,818117.875,1440744.0
2013-04-03 02:00:00+00:00,2013-04-03 13:00:00+11:00,2013-04-03,13,4,2013-04-03 00:00:00+00:00,2,0.293653846,24.99,28.3,1744437.0,3041832.0,926319.125,1601088.0
2013-04-03 03:00:00+00:00,2013-04-03 14:00:00+11:00,2013-04-03,14,5,2013-04-03 00:00:00+00:00,3,0.548205128,24.74,34.65,2845514.0,4795612.0,1101077.0,1753780.0
2013-04-03 04:00:00+00:00,2013-04-03 15:00:00+11:00,2013-04-03,15,6,2013-04-03 00:00:00+00:00,4,0.385448718,25.44,26.2,3662212.0,6258938.0,816698.0,1463326.0
2013-04-03 05:00:00+00:00,2013-04-03 16:00:00+11:00,2013-04-03,16,7,2013-04-03 00:00:00+00:00,5,0.216794872,33.74,31.16,4582928.0,7683031.0,920716.0,1424093.0
2013-04-03 06:00:00+00:00,2013-04-03 17:00:00+11:00,2013-04-03,17,8,2013-04-03 00:00:00+00:00,6,0.155064103,45.11,32.15,5479141.0,8932949.0,896213.0,1249918.0
2013-04-03 07:00:00+00:00,2013-04-03 18:00:00+11:00,2013-04-03,18,9,2013-04-03 00:00:00+00:00,7,0.081025641,47.96,29.34,6174352.0,9843188.0,695211.0,910239.0
2013-04-03 08:00:00+00:00,2013-04-03 19:00:00+11:00,2013-04-03,19,10,2013-04-03 00:00:00+00:00,8,0.013589744,42.67,38.36,6329103.0,10091606.0,154751.0,248418.0
2013-04-03 09:00:00+00:00,2013-04-03 20:00:00+11:00,2013-04-03,20,11,2013-04-03 00:00:00+00:00,9,6.41e-05,40.23,30.99,6329103.0,10091606.0,0.0,0.0
2013-04-03 22:00:00+00:00,2013-04-04 09:00:00+11:00,2013-04-04,9,0,2013-04-03 00:00:00+00:00,22,0.21724359,21.89,23.15,6971432.0,10973070.0,574660.0,760124.0
2013-04-03 23:00:00+00:00,2013-04-04 10:00:00+11:00,2013-04-04,10,1,2013-04-03 00:00:00+00:00,23,0.310512821,20.33,16.89,7939109.0,12250008.0,967677.0,1276938.0
2013-04-04 00:00:00+00:00,2013-04-04 11:00:00+11:00,2013-04-04,11,2,2013-04-03 00:00:00+00:00,24,0.644423077,20.09,17.45,9405818.0,14071243.0,1466709.0,1821235.0
2013-04-04 01:00:00+00:00,2013-04-04 12:00:00+11:00,2013-04-04,12,3,2013-04-04 00:00:00+00:00,1,0.309038462,18.76,15.9,1261107.0,1804168.0,1261107.0,1804168.0
2013-04-04 02:00:00+00:00,2013-04-04 13:00:00+11:00,2013-04-04,13,4,2013-04-04 00:00:00+00:00,2,0.311923077,19.06,16.02,2606440.0,3714908.0,1345333.0,1910740.0
2013-04-04 03:00:00+00:00,2013-04-04 14:00:00+11:00,2013-04-04,14,5,2013-04-04 00:00:00+00:00,3,0.185128205,19.84,17.5,3782293.0,5506254.0,1175853.0,1791346.0
2013-04-04 04:00:00+00:00,2013-04-04 15:00:00+11:00,2013-04-04,15,6,2013-04-04 00:00:00+00:00,4,0.263269231,21.36,20.58,4466249.0,6842411.0,683956.0,1336157.0
2013-04-04 05:00:00+00:00,2013-04-04 16:00:00+11:00,2013-04-04,16,7,2013-04-04 00:00:00+00:00,5,0.150833333,31.71,26.6,5362118.0,8269523.0,895869.0,1427112.0
2013-04-04 06:00:00+00:00,2013-04-04 17:00:00+11:00,2013-04-04,17,8,2013-04-04 00:00:00+00:00,6,0.076474359,38.34,27.2,5981936.0,9282135.0,619818.0,1012612.0
2013-04-04 07:00:00+00:00,2013-04-04 18:00:00+11:00,2013-04-04,18,9,2013-04-04 00:00:00+00:00,7,0.081538462,46.62,52.39,6627634.0,10135459.0,645698.0,853324.0
2013-04-04 08:00:00+00:00,2013-04-04 19:00:00+11:00,2013-04-04,19,10,2013-04-04 00:00:00+00:00,8,0.014038462,42.52,68.82000000000001,6759828.0,10360669.0,132194.0,225210.0
2013-04-04 09:00:00+00:00,2013-04-04 20:00:00+11:00,2013-04-04,20,11,2013-04-04 00:00:00+00:00,9,6.41e-05,42.02,27.45,6759828.0,10360669.0,0.0,0.0
2013-04-04 22:00:00+00:00,2013-04-05 09:00:00+11:00,2013-04-05,9,0,2013-04-04 00:00:00+00:00,22,0.064615385,27.92,22.48,7255233.0,11126168.0,451818.0,664897.0
2013-04-04 23:00:00+00:00,2013-04-05 10:00:00+11:00,2013-04-05,10,1,2013-04-04 00:00:00+00:00,23,0.17474359,25.71,21.23,8084024.0,12301773.0,828791.0,1175605.0
2013-04-05 00:00:00+00:00,2013-04-05 11:00:00+11:00,2013-04-05,11,2,2013-04-04 00:00:00+00:00,24,0.259679487,22.98,20.61,8931217.0,13668481.0,847193.0,1366708.0
2013-04-05 01:00:00+00:00,2013-04-05 12:00:00+11:00,2013-04-05,12,3,2013-04-05 00:00:00+00:00,1,0.493974359,22.07,27.32,1427372.0,1936632.0,1427372.0,1936632.0
2013-04-05 02:00:00+00:00,2013-04-05 13:00:00+11:00,2013-04-05,13,4,2013-04-05 00:00:00+00:00,2,0.555641026,22.02,21.7,2942827.0,4002406.0,1515455.0,2065774.0
2013-04-05 03:00:00+00:00,2013-04-05 14:00:00+11:00,2013-04-05,14,5,2013-04-05 00:00:00+00:00,3,0.527948718,22.44,22.38,4170988.0,5822875.0,1228161.0,1820469.0
2013-04-05 04:00:00+00:00,2013-04-05 15:00:00+11:00,2013-04-05,15,6,2013-04-05 00:00:00+00:00,4,0.328397436,23.83,23.89,5880323.0,7986620.0,1709335.0,2163745.0
2013-04-05 05:00:00+00:00,2013-04-05 16:00:00+11:00,2013-04-05,16,7,2013-04-05 00:00:00+00:00,5,0.362884615,32.55,28.34,7415569.0,9886370.0,1535246.0,1899750.0
2013-04-05 06:00:00+00:00,2013-04-05 17:00:00+11:00,2013-04-05,17,8,2013-04-05 00:00:00+00:00,6,0.18275641,39.52,48.86,8589412.0,11338856.0,1173843.0,1452486.0
2013-04-05 07:00:00+00:00,2013-04-05 18:00:00+11:00,2013-04-05,18,9,2013-04-05 00:00:00+00:00,7,0.058333333,46.23,30.23,9135845.0,12119841.0,546433.0,780985.0
2013-04-05 08:00:00+00:00,2013-04-05 19:00:00+11:00,2013-04-05,19,10,2013-04-05 00:00:00+00:00,8,0.015641026,39.99,28.48,9240644.0,12313670.0,104799.0,193829.0
2013-04-05 09:00:00+00:00,2013-04-05 20:00:00+11:00,2013-04-05,20,11,2013-04-05 00:00:00+00:00,9,6.41e-05,38.5,27.34,9240644.0,12313670.0,0.0,0.0
2013-04-05 22:00:00+00:00,2013-04-06 09:00:00+11:00,2013-04-06,9,0,2013-04-05 00:00:00+00:00,22,0.208461538,22.75,22.11,9836016.0,13156816.0,531814.0,728096.0
2013-04-05 23:00:00+00:00,2013-04-06 10:00:00+11:00,2013-04-06,10,1,2013-04-05 00:00:00+00:00,23,0.614166667,19.93,20.08,11017781.0,14617438.0,1181765.0,1460622.0
2013-04-06 00:00:00+00:00,2013-04-06 11:00:00+11:00,2013-04-06,11,2,2013-04-05 00:00:00+00:00,24,0.738974359,19.7,75.14,12708184.0,16619136.0,1690403.0,2001698.0
2013-04-06 01:00:00+00:00,2013-04-06 12:00:00+11:00,2013-04-06,12,3,2013-04-06 00:00:00+00:00,1,0.76775641,19.06,17.78,2519735.0,2762923.0,2519735.0,2762923.0
2013-04-06 02:00:00+00:00,2013-04-06 13:00:00+11:00,2013-04-06,13,4,2013-04-06 00:00:00+00:00,2,0.295384615,18.32,13.69,5166828.0,5665468.0,2647093.0,2902545.0
2013-04-06 03:00:00+00:00,2013-04-06 14:00:00+11:00,2013-04-06,14,5,2013-04-06 00:00:00+00:00,3,0.411923077,18.49,12.23,7627931.0,8517351.0,2461103.0,2851883.0
2013-04-06 04:00:00+00:00,2013-04-06 15:00:00+11:00,2013-04-06,15,6,2013-04-06 00:00:00+00:00,4,0.475833333,19.0,15.47,9179148.0,10500632.0,1551217.0,1983281.0
2013-04-06 05:00:00+00:00,2013-04-06 16:00:00+11:00,2013-04-06,16,7,2013-04-06 00:00:00+00:00,5,0.555448718,19.54,36.0,10747814.0,12414671.0,1568666.0,1914039.0
2013-04-06 06:00:00+00:00,2013-04-06 17:00:00+11:00,2013-04-06,17,8,2013-04-06 00:00:00+00:00,6,0.201666667,21.55,27.7,11814161.0,13777660.0,1066347.0,1362989.0
2013-04-06 07:00:00+00:00,2013-04-06 18:00:00+11:00,2013-04-06,18,9,2013-04-06 00:00:00+00:00,7,0.047820513,25.63,46.74,12450054.0,14628779.0,635893.0,851119.0
2013-04-06 08:00:00+00:00,2013-04-06 19:00:00+11:00,2013-04-06,19,10,2013-04-06 00:00:00+00:00,8,0.011217949,30.07,49.53,12549633.0,14812728.0,99579.0,183949.0
2013-04-06 09:00:00+00:00,2013-04-06 20:00:00+11:00,2013-04-06,20,11,2013-04-06 00:00:00+00:00,9,0.0,31.15,34.22,12549633.0,14812728.0,0.0,0.0
2013-04-06 23:00:00+00:00,2013-04-07 09:00:00+10:00,2013-04-07,9,0,2013-04-06 00:00:00+00:00,23,0.607307692,22.37,24.52,14129212.0,16969968.0,1168322.0,1452273.0
2013-04-07 00:00:00+00:00,2013-04-07 10:00:00+10:00,2013-04-07,10,1,2013-04-06 00:00:00+00:00,24,0.726538462,22.67,22.28,16099906.0,19197968.0,1970694.0,2228000.0
2013-04-07 01:00:00+00:00,2013-04-07 11:00:00+10:00,2013-04-07,11,2,2013-04-07 00:00:00+00:00,1,0.773782051,22.93,25.94,2485896.0,2728673.0,2485896.0,2728673.0
2013-04-07 02:00:00+00:00,2013-04-07 12:00:00+10:00,2013-04-07,12,3,2013-04-07 00:00:00+00:00,2,0.761282051,22.63,23.93,5093298.0,5620548.0,2607402.0,2891875.0
